S.N.	E	Gam	phi	C	Neu	dil	ExDep	Bfill	Plthk	FAng	Inc	Sp	Len
4886	5000	21.0	30.0	15.0	0.3	0.0	6.0	25.0	200	5.0	15	0.9	1.0
4887	5000	21.0	30.0	15.0	0.3	0.0	6.0	25.0	200	5.0	15	0.9	0.8
4888	5000	21.0	30.0	15.0	0.3	0.0	6.0	25.0	200	10.0	15	0.5	1.2
4889	5000	21.0	30.0	15.0	0.3	0.0	6.0	25.0	200	10.0	15	0.5	1.0
4890	5000	21.0	30.0	15.0	0.3	0.0	6.0	25.0	200	10.0	15	0.5	0.8
4891	5000	21.0	30.0	15.0	0.3	0.0	6.0	25.0	200	10.0	15	0.7	1.2
4892	5000	21.0	30.0	15.0	0.3	0.0	6.0	25.0	200	10.0	15	0.7	1.0
4893	5000	21.0	30.0	15.0	0.3	0.0	6.0	25.0	200	10.0	15	0.7	0.8
4894	5000	21.0	30.0	15.0	0.3	0.0	6.0	25.0	200	10.0	15	0.9	1.2
4895	5000	21.0	30.0	15.0	0.3	0.0	6.0	25.0	200	10.0	15	0.9	1.0
4896	5000	21.0	30.0	15.0	0.3	0.0	6.0	25.0	200	10.0	15	0.9	0.8
4897	5000	21.0	30.0	5.0	0.35	0.0	6.0	25.0	100	5.0	15	0.5	1.2
4898	5000	21.0	30.0	5.0	0.35	0.0	6.0	25.0	100	5.0	15	0.5	1.0
4899	5000	21.0	30.0	5.0	0.35	0.0	6.0	25.0	100	5.0	15	0.5	0.8
4900	5000	21.0	30.0	5.0	0.35	0.0	6.0	25.0	100	5.0	15	0.7	1.2
4901	5000	21.0	30.0	5.0	0.35	0.0	6.0	25.0	100	5.0	15	0.7	1.0
4902	5000	21.0	30.0	5.0	0.35	0.0	6.0	25.0	100	5.0	15	0.7	0.8
4903	5000	21.0	30.0	5.0	0.35	0.0	6.0	25.0	100	5.0	15	0.9	1.2
4904	5000	21.0	30.0	5.0	0.35	0.0	6.0	25.0	100	5.0	15	0.9	1.0
4905	5000	21.0	30.0	5.0	0.35	0.0	6.0	25.0	100	5.0	15	0.9	0.8
4906	5000	21.0	30.0	5.0	0.35	0.0	6.0	25.0	100	10.0	15	0.5	1.2
4907	5000	21.0	30.0	5.0	0.35	0.0	6.0	25.0	100	10.0	15	0.5	1.0
4908	5000	21.0	30.0	5.0	0.35	0.0	6.0	25.0	100	10.0	15	0.5	0.8
4909	5000	21.0	30.0	5.0	0.35	0.0	6.0	25.0	100	10.0	15	0.7	1.2
4910	5000	21.0	30.0	5.0	0.35	0.0	6.0	25.0	100	10.0	15	0.7	1.0
4911	5000	21.0	30.0	5.0	0.35	0.0	6.0	25.0	100	10.0	15	0.7	0.8
4912	5000	21.0	30.0	5.0	0.35	0.0	6.0	25.0	100	10.0	15	0.9	1.2
4913	5000	21.0	30.0	5.0	0.35	0.0	6.0	25.0	100	10.0	15	0.9	1.0
4914	5000	21.0	30.0	5.0	0.35	0.0	6.0	25.0	100	10.0	15	0.9	0.8
4915	5000	21.0	30.0	5.0	0.35	0.0	6.0	25.0	200	5.0	15	0.5	1.2
4916	5000	21.0	30.0	5.0	0.35	0.0	6.0	25.0	200	5.0	15	0.5	1.0
4917	5000	21.0	30.0	5.0	0.35	0.0	6.0	25.0	200	5.0	15	0.5	0.8
4918	5000	21.0	30.0	5.0	0.35	0.0	6.0	25.0	200	5.0	15	0.7	1.2
4919	5000	21.0	30.0	5.0	0.35	0.0	6.0	25.0	200	5.0	15	0.7	1.0
4920	5000	21.0	30.0	5.0	0.35	0.0	6.0	25.0	200	5.0	15	0.7	0.8
4921	5000	21.0	30.0	5.0	0.35	0.0	6.0	25.0	200	5.0	15	0.9	1.2
4922	5000	21.0	30.0	5.0	0.35	0.0	6.0	25.0	200	5.0	15	0.9	1.0
4923	5000	21.0	30.0	5.0	0.35	0.0	6.0	25.0	200	5.0	15	0.9	0.8
4924	5000	21.0	30.0	5.0	0.35	0.0	6.0	25.0	200	10.0	15	0.5	1.2
4925	5000	21.0	30.0	5.0	0.35	0.0	6.0	25.0	200	10.0	15	0.5	1.0
4926	5000	21.0	30.0	5.0	0.35	0.0	6.0	25.0	200	10.0	15	0.5	0.8
4927	5000	21.0	30.0	5.0	0.35	0.0	6.0	25.0	200	10.0	15	0.7	1.2
4928	5000	21.0	30.0	5.0	0.35	0.0	6.0	25.0	200	10.0	15	0.7	1.0
4929	5000	21.0	30.0	5.0	0.35	0.0	6.0	25.0	200	10.0	15	0.7	0.8
4930	5000	21.0	30.0	5.0	0.35	0.0	6.0	25.0	200	10.0	15	0.9	1.2
4931	5000	21.0	30.0	5.0	0.35	0.0	6.0	25.0	200	10.0	15	0.9	1.0
4932	5000	21.0	30.0	5.0	0.35	0.0	6.0	25.0	200	10.0	15	0.9	0.8
4933	5000	21.0	30.0	5.0	0.3	0.0	6.0	25.0	100	5.0	15	0.5	1.2
4934	5000	21.0	30.0	5.0	0.3	0.0	6.0	25.0	100	5.0	15	0.5	1.0
4935	5000	21.0	30.0	5.0	0.3	0.0	6.0	25.0	100	5.0	15	0.5	0.8
4936	5000	21.0	30.0	5.0	0.3	0.0	6.0	25.0	100	5.0	15	0.7	1.2
4937	5000	21.0	30.0	5.0	0.3	0.0	6.0	25.0	100	5.0	15	0.7	1.0
4938	5000	21.0	30.0	5.0	0.3	0.0	6.0	25.0	100	5.0	15	0.7	0.8
4939	5000	21.0	30.0	5.0	0.3	0.0	6.0	25.0	100	5.0	15	0.9	1.2
4940	5000	21.0	30.0	5.0	0.3	0.0	6.0	25.0	100	5.0	15	0.9	1.0
4941	5000	21.0	30.0	5.0	0.3	0.0	6.0	25.0	100	5.0	15	0.9	0.8
4942	5000	21.0	30.0	5.0	0.3	0.0	6.0	25.0	100	10.0	15	0.5	1.2
4943	5000	21.0	30.0	5.0	0.3	0.0	6.0	25.0	100	10.0	15	0.5	1.0
4944	5000	21.0	30.0	5.0	0.3	0.0	6.0	25.0	100	10.0	15	0.5	0.8
4945	5000	21.0	30.0	5.0	0.3	0.0	6.0	25.0	100	10.0	15	0.7	1.2
4946	5000	21.0	30.0	5.0	0.3	0.0	6.0	25.0	100	10.0	15	0.7	1.0
4947	5000	21.0	30.0	5.0	0.3	0.0	6.0	25.0	100	10.0	15	0.7	0.8
4948	5000	21.0	30.0	5.0	0.3	0.0	6.0	25.0	100	10.0	15	0.9	1.2
4949	5000	21.0	30.0	5.0	0.3	0.0	6.0	25.0	100	10.0	15	0.9	1.0
4950	5000	21.0	30.0	5.0	0.3	0.0	6.0	25.0	100	10.0	15	0.9	0.8
4951	5000	21.0	30.0	5.0	0.3	0.0	6.0	25.0	200	5.0	15	0.5	1.2
4952	5000	21.0	30.0	5.0	0.3	0.0	6.0	25.0	200	5.0	15	0.5	1.0
4953	5000	21.0	30.0	5.0	0.3	0.0	6.0	25.0	200	5.0	15	0.5	0.8
4954	5000	21.0	30.0	5.0	0.3	0.0	6.0	25.0	200	5.0	15	0.7	1.2
4955	5000	21.0	30.0	5.0	0.3	0.0	6.0	25.0	200	5.0	15	0.7	1.0
4956	5000	21.0	30.0	5.0	0.3	0.0	6.0	25.0	200	5.0	15	0.7	0.8
4957	5000	21.0	30.0	5.0	0.3	0.0	6.0	25.0	200	5.0	15	0.9	1.2
4958	5000	21.0	30.0	5.0	0.3	0.0	6.0	25.0	200	5.0	15	0.9	1.0
4959	5000	21.0	30.0	5.0	0.3	0.0	6.0	25.0	200	5.0	15	0.9	0.8
4960	5000	21.0	30.0	5.0	0.3	0.0	6.0	25.0	200	10.0	15	0.5	1.2
4961	5000	21.0	30.0	5.0	0.3	0.0	6.0	25.0	200	10.0	15	0.5	1.0
4962	5000	21.0	30.0	5.0	0.3	0.0	6.0	25.0	200	10.0	15	0.5	0.8
4963	5000	21.0	30.0	5.0	0.3	0.0	6.0	25.0	200	10.0	15	0.7	1.2
4964	5000	21.0	30.0	5.0	0.3	0.0	6.0	25.0	200	10.0	15	0.7	1.0
4965	5000	21.0	30.0	5.0	0.3	0.0	6.0	25.0	200	10.0	15	0.7	0.8
4966	5000	21.0	30.0	5.0	0.3	0.0	6.0	25.0	200	10.0	15	0.9	1.2
4967	5000	21.0	30.0	5.0	0.3	0.0	6.0	25.0	200	10.0	15	0.9	1.0
4968	5000	21.0	30.0	5.0	0.3	0.0	6.0	25.0	200	10.0	15	0.9	0.8
4969	5000	21.0	34.0	25.0	0.35	4.0	6.0	29.0	100	5.0	15	0.5	1.2
4970	5000	21.0	34.0	25.0	0.35	4.0	6.0	29.0	100	5.0	15	0.5	1.0
4971	5000	21.0	34.0	25.0	0.35	4.0	6.0	29.0	100	5.0	15	0.5	0.8
4972	5000	21.0	34.0	25.0	0.35	4.0	6.0	29.0	100	5.0	15	0.7	1.2
4973	5000	21.0	34.0	25.0	0.35	4.0	6.0	29.0	100	5.0	15	0.7	1.0
4974	5000	21.0	34.0	25.0	0.35	4.0	6.0	29.0	100	5.0	15	0.7	0.8
4975	5000	21.0	34.0	25.0	0.35	4.0	6.0	29.0	100	5.0	15	0.9	1.2
4976	5000	21.0	34.0	25.0	0.35	4.0	6.0	29.0	100	5.0	15	0.9	1.0
4977	5000	21.0	34.0	25.0	0.35	4.0	6.0	29.0	100	5.0	15	0.9	0.8
4978	5000	21.0	34.0	25.0	0.35	4.0	6.0	29.0	100	10.0	15	0.5	1.2
4979	5000	21.0	34.0	25.0	0.35	4.0	6.0	29.0	100	10.0	15	0.5	1.0
4980	5000	21.0	34.0	25.0	0.35	4.0	6.0	29.0	100	10.0	15	0.5	0.8
4981	5000	21.0	34.0	25.0	0.35	4.0	6.0	29.0	100	10.0	15	0.7	1.2
4982	5000	21.0	34.0	25.0	0.35	4.0	6.0	29.0	100	10.0	15	0.7	1.0
4983	5000	21.0	34.0	25.0	0.35	4.0	6.0	29.0	100	10.0	15	0.7	0.8
4984	5000	21.0	34.0	25.0	0.35	4.0	6.0	29.0	100	10.0	15	0.9	1.2
4985	5000	21.0	34.0	25.0	0.35	4.0	6.0	29.0	100	10.0	15	0.9	1.0
4986	5000	21.0	34.0	25.0	0.35	4.0	6.0	29.0	100	10.0	15	0.9	0.8
4987	5000	21.0	34.0	25.0	0.35	4.0	6.0	29.0	200	5.0	15	0.5	1.2
4988	5000	21.0	34.0	25.0	0.35	4.0	6.0	29.0	200	5.0	15	0.5	1.0
4989	5000	21.0	34.0	25.0	0.35	4.0	6.0	29.0	200	5.0	15	0.5	0.8
4990	5000	21.0	34.0	25.0	0.35	4.0	6.0	29.0	200	5.0	15	0.7	1.2
4991	5000	21.0	34.0	25.0	0.35	4.0	6.0	29.0	200	5.0	15	0.7	1.0
4992	5000	21.0	34.0	25.0	0.35	4.0	6.0	29.0	200	5.0	15	0.7	0.8
4993	5000	21.0	34.0	25.0	0.35	4.0	6.0	29.0	200	5.0	15	0.9	1.2
4994	5000	21.0	34.0	25.0	0.35	4.0	6.0	29.0	200	5.0	15	0.9	1.0
4995	5000	21.0	34.0	25.0	0.35	4.0	6.0	29.0	200	5.0	15	0.9	0.8
4996	5000	21.0	34.0	25.0	0.35	4.0	6.0	29.0	200	10.0	15	0.5	1.2
4997	5000	21.0	34.0	25.0	0.35	4.0	6.0	29.0	200	10.0	15	0.5	1.0
4998	5000	21.0	34.0	25.0	0.35	4.0	6.0	29.0	200	10.0	15	0.5	0.8
4999	5000	21.0	34.0	25.0	0.35	4.0	6.0	29.0	200	10.0	15	0.7	1.2
5000	5000	21.0	34.0	25.0	0.35	4.0	6.0	29.0	200	10.0	15	0.7	1.0
5001	5000	21.0	34.0	25.0	0.35	4.0	6.0	29.0	200	10.0	15	0.7	0.8
5002	5000	21.0	34.0	25.0	0.35	4.0	6.0	29.0	200	10.0	15	0.9	1.2
5003	5000	21.0	34.0	25.0	0.35	4.0	6.0	29.0	200	10.0	15	0.9	1.0
5004	5000	21.0	34.0	25.0	0.35	4.0	6.0	29.0	200	10.0	15	0.9	0.8
5005	5000	21.0	34.0	25.0	0.3	4.0	6.0	29.0	100	5.0	15	0.5	1.2
5006	5000	21.0	34.0	25.0	0.3	4.0	6.0	29.0	100	5.0	15	0.5	1.0
5007	5000	21.0	34.0	25.0	0.3	4.0	6.0	29.0	100	5.0	15	0.5	0.8
5008	5000	21.0	34.0	25.0	0.3	4.0	6.0	29.0	100	5.0	15	0.7	1.2
5009	5000	21.0	34.0	25.0	0.3	4.0	6.0	29.0	100	5.0	15	0.7	1.0
5010	5000	21.0	34.0	25.0	0.3	4.0	6.0	29.0	100	5.0	15	0.7	0.8
5011	5000	21.0	34.0	25.0	0.3	4.0	6.0	29.0	100	5.0	15	0.9	1.2
5012	5000	21.0	34.0	25.0	0.3	4.0	6.0	29.0	100	5.0	15	0.9	1.0
5013	5000	21.0	34.0	25.0	0.3	4.0	6.0	29.0	100	5.0	15	0.9	0.8
5014	5000	21.0	34.0	25.0	0.3	4.0	6.0	29.0	100	10.0	15	0.5	1.2
5015	5000	21.0	34.0	25.0	0.3	4.0	6.0	29.0	100	10.0	15	0.5	1.0
5016	5000	21.0	34.0	25.0	0.3	4.0	6.0	29.0	100	10.0	15	0.5	0.8
5017	5000	21.0	34.0	25.0	0.3	4.0	6.0	29.0	100	10.0	15	0.7	1.2
5018	5000	21.0	34.0	25.0	0.3	4.0	6.0	29.0	100	10.0	15	0.7	1.0
5019	5000	21.0	34.0	25.0	0.3	4.0	6.0	29.0	100	10.0	15	0.7	0.8
5020	5000	21.0	34.0	25.0	0.3	4.0	6.0	29.0	100	10.0	15	0.9	1.2
5021	5000	21.0	34.0	25.0	0.3	4.0	6.0	29.0	100	10.0	15	0.9	1.0
5022	5000	21.0	34.0	25.0	0.3	4.0	6.0	29.0	100	10.0	15	0.9	0.8
5023	5000	21.0	34.0	25.0	0.3	4.0	6.0	29.0	200	5.0	15	0.5	1.2
5024	5000	21.0	34.0	25.0	0.3	4.0	6.0	29.0	200	5.0	15	0.5	1.0
5025	5000	21.0	34.0	25.0	0.3	4.0	6.0	29.0	200	5.0	15	0.5	0.8
5026	5000	21.0	34.0	25.0	0.3	4.0	6.0	29.0	200	5.0	15	0.7	1.2
5027	5000	21.0	34.0	25.0	0.3	4.0	6.0	29.0	200	5.0	15	0.7	1.0
5028	5000	21.0	34.0	25.0	0.3	4.0	6.0	29.0	200	5.0	15	0.7	0.8
5029	5000	21.0	34.0	25.0	0.3	4.0	6.0	29.0	200	5.0	15	0.9	1.2
5030	5000	21.0	34.0	25.0	0.3	4.0	6.0	29.0	200	5.0	15	0.9	1.0
5031	5000	21.0	34.0	25.0	0.3	4.0	6.0	29.0	200	5.0	15	0.9	0.8
5032	5000	21.0	34.0	25.0	0.3	4.0	6.0	29.0	200	10.0	15	0.5	1.2
5033	5000	21.0	34.0	25.0	0.3	4.0	6.0	29.0	200	10.0	15	0.5	1.0
5034	5000	21.0	34.0	25.0	0.3	4.0	6.0	29.0	200	10.0	15	0.5	0.8
5035	5000	21.0	34.0	25.0	0.3	4.0	6.0	29.0	200	10.0	15	0.7	1.2
5036	5000	21.0	34.0	25.0	0.3	4.0	6.0	29.0	200	10.0	15	0.7	1.0
5037	5000	21.0	34.0	25.0	0.3	4.0	6.0	29.0	200	10.0	15	0.7	0.8
5038	5000	21.0	34.0	25.0	0.3	4.0	6.0	29.0	200	10.0	15	0.9	1.2
5039	5000	21.0	34.0	25.0	0.3	4.0	6.0	29.0	200	10.0	15	0.9	1.0
5040	5000	21.0	34.0	25.0	0.3	4.0	6.0	29.0	200	10.0	15	0.9	0.8
5041	5000	21.0	34.0	15.0	0.35	4.0	6.0	29.0	100	5.0	15	0.5	1.2
5042	5000	21.0	34.0	15.0	0.35	4.0	6.0	29.0	100	5.0	15	0.5	1.0
5043	5000	21.0	34.0	15.0	0.35	4.0	6.0	29.0	100	5.0	15	0.5	0.8
5044	5000	21.0	34.0	15.0	0.35	4.0	6.0	29.0	100	5.0	15	0.7	1.2
5045	5000	21.0	34.0	15.0	0.35	4.0	6.0	29.0	100	5.0	15	0.7	1.0
5046	5000	21.0	34.0	15.0	0.35	4.0	6.0	29.0	100	5.0	15	0.7	0.8
5047	5000	21.0	34.0	15.0	0.35	4.0	6.0	29.0	100	5.0	15	0.9	1.2
5048	5000	21.0	34.0	15.0	0.35	4.0	6.0	29.0	100	5.0	15	0.9	1.0
5049	5000	21.0	34.0	15.0	0.35	4.0	6.0	29.0	100	5.0	15	0.9	0.8
5050	5000	21.0	34.0	15.0	0.35	4.0	6.0	29.0	100	10.0	15	0.5	1.2
5051	5000	21.0	34.0	15.0	0.35	4.0	6.0	29.0	100	10.0	15	0.5	1.0
5052	5000	21.0	34.0	15.0	0.35	4.0	6.0	29.0	100	10.0	15	0.5	0.8
5053	5000	21.0	34.0	15.0	0.35	4.0	6.0	29.0	100	10.0	15	0.7	1.2
5054	5000	21.0	34.0	15.0	0.35	4.0	6.0	29.0	100	10.0	15	0.7	1.0
5055	5000	21.0	34.0	15.0	0.35	4.0	6.0	29.0	100	10.0	15	0.7	0.8
5056	5000	21.0	34.0	15.0	0.35	4.0	6.0	29.0	100	10.0	15	0.9	1.2
5057	5000	21.0	34.0	15.0	0.35	4.0	6.0	29.0	100	10.0	15	0.9	1.0
5058	5000	21.0	34.0	15.0	0.35	4.0	6.0	29.0	100	10.0	15	0.9	0.8
5059	5000	21.0	34.0	15.0	0.35	4.0	6.0	29.0	200	5.0	15	0.5	1.2
5060	5000	21.0	34.0	15.0	0.35	4.0	6.0	29.0	200	5.0	15	0.5	1.0
5061	5000	21.0	34.0	15.0	0.35	4.0	6.0	29.0	200	5.0	15	0.5	0.8
5062	5000	21.0	34.0	15.0	0.35	4.0	6.0	29.0	200	5.0	15	0.7	1.2
5063	5000	21.0	34.0	15.0	0.35	4.0	6.0	29.0	200	5.0	15	0.7	1.0
5064	5000	21.0	34.0	15.0	0.35	4.0	6.0	29.0	200	5.0	15	0.7	0.8
5065	5000	21.0	34.0	15.0	0.35	4.0	6.0	29.0	200	5.0	15	0.9	1.2
5066	5000	21.0	34.0	15.0	0.35	4.0	6.0	29.0	200	5.0	15	0.9	1.0
5067	5000	21.0	34.0	15.0	0.35	4.0	6.0	29.0	200	5.0	15	0.9	0.8
5068	5000	21.0	34.0	15.0	0.35	4.0	6.0	29.0	200	10.0	15	0.5	1.2
5069	5000	21.0	34.0	15.0	0.35	4.0	6.0	29.0	200	10.0	15	0.5	1.0
5070	5000	21.0	34.0	15.0	0.35	4.0	6.0	29.0	200	10.0	15	0.5	0.8
5071	5000	21.0	34.0	15.0	0.35	4.0	6.0	29.0	200	10.0	15	0.7	1.2
5072	5000	21.0	34.0	15.0	0.35	4.0	6.0	29.0	200	10.0	15	0.7	1.0
5073	5000	21.0	34.0	15.0	0.35	4.0	6.0	29.0	200	10.0	15	0.7	0.8
5074	5000	21.0	34.0	15.0	0.35	4.0	6.0	29.0	200	10.0	15	0.9	1.2
5075	5000	21.0	34.0	15.0	0.35	4.0	6.0	29.0	200	10.0	15	0.9	1.0
5076	5000	21.0	34.0	15.0	0.35	4.0	6.0	29.0	200	10.0	15	0.9	0.8
5077	5000	21.0	34.0	15.0	0.3	4.0	6.0	29.0	100	5.0	15	0.5	1.2
5078	5000	21.0	34.0	15.0	0.3	4.0	6.0	29.0	100	5.0	15	0.5	1.0
5079	5000	21.0	34.0	15.0	0.3	4.0	6.0	29.0	100	5.0	15	0.5	0.8
5080	5000	21.0	34.0	15.0	0.3	4.0	6.0	29.0	100	5.0	15	0.7	1.2
5081	5000	21.0	34.0	15.0	0.3	4.0	6.0	29.0	100	5.0	15	0.7	1.0
5082	5000	21.0	34.0	15.0	0.3	4.0	6.0	29.0	100	5.0	15	0.7	0.8
5083	5000	21.0	34.0	15.0	0.3	4.0	6.0	29.0	100	5.0	15	0.9	1.2
5084	5000	21.0	34.0	15.0	0.3	4.0	6.0	29.0	100	5.0	15	0.9	1.0
5085	5000	21.0	34.0	15.0	0.3	4.0	6.0	29.0	100	5.0	15	0.9	0.8
5086	5000	21.0	34.0	15.0	0.3	4.0	6.0	29.0	100	10.0	15	0.5	1.2
5087	5000	21.0	34.0	15.0	0.3	4.0	6.0	29.0	100	10.0	15	0.5	1.0
5088	5000	21.0	34.0	15.0	0.3	4.0	6.0	29.0	100	10.0	15	0.5	0.8
5089	5000	21.0	34.0	15.0	0.3	4.0	6.0	29.0	100	10.0	15	0.7	1.2
5090	5000	21.0	34.0	15.0	0.3	4.0	6.0	29.0	100	10.0	15	0.7	1.0
5091	5000	21.0	34.0	15.0	0.3	4.0	6.0	29.0	100	10.0	15	0.7	0.8
5092	5000	21.0	34.0	15.0	0.3	4.0	6.0	29.0	100	10.0	15	0.9	1.2
5093	5000	21.0	34.0	15.0	0.3	4.0	6.0	29.0	100	10.0	15	0.9	1.0
5094	5000	21.0	34.0	15.0	0.3	4.0	6.0	29.0	100	10.0	15	0.9	0.8
5095	5000	21.0	34.0	15.0	0.3	4.0	6.0	29.0	200	5.0	15	0.5	1.2
5096	5000	21.0	34.0	15.0	0.3	4.0	6.0	29.0	200	5.0	15	0.5	1.0
5097	5000	21.0	34.0	15.0	0.3	4.0	6.0	29.0	200	5.0	15	0.5	0.8
5098	5000	21.0	34.0	15.0	0.3	4.0	6.0	29.0	200	5.0	15	0.7	1.2
5099	5000	21.0	34.0	15.0	0.3	4.0	6.0	29.0	200	5.0	15	0.7	1.0
5100	5000	21.0	34.0	15.0	0.3	4.0	6.0	29.0	200	5.0	15	0.7	0.8
5101	5000	21.0	34.0	15.0	0.3	4.0	6.0	29.0	200	5.0	15	0.9	1.2
5102	5000	21.0	34.0	15.0	0.3	4.0	6.0	29.0	200	5.0	15	0.9	1.0
5103	5000	21.0	34.0	15.0	0.3	4.0	6.0	29.0	200	5.0	15	0.9	0.8
5104	5000	21.0	34.0	15.0	0.3	4.0	6.0	29.0	200	10.0	15	0.5	1.2
5105	5000	21.0	34.0	15.0	0.3	4.0	6.0	29.0	200	10.0	15	0.5	1.0
5106	5000	21.0	34.0	15.0	0.3	4.0	6.0	29.0	200	10.0	15	0.5	0.8
5107	5000	21.0	34.0	15.0	0.3	4.0	6.0	29.0	200	10.0	15	0.7	1.2
5108	5000	21.0	34.0	15.0	0.3	4.0	6.0	29.0	200	10.0	15	0.7	1.0
5109	5000	21.0	34.0	15.0	0.3	4.0	6.0	29.0	200	10.0	15	0.7	0.8
5110	5000	21.0	34.0	15.0	0.3	4.0	6.0	29.0	200	10.0	15	0.9	1.2
5111	5000	21.0	34.0	15.0	0.3	4.0	6.0	29.0	200	10.0	15	0.9	1.0
5112	5000	21.0	34.0	15.0	0.3	4.0	6.0	29.0	200	10.0	15	0.9	0.8
5113	5000	21.0	34.0	5.0	0.35	4.0	6.0	29.0	100	5.0	15	0.5	1.2
5114	5000	21.0	34.0	5.0	0.35	4.0	6.0	29.0	100	5.0	15	0.5	1.0
5115	5000	21.0	34.0	5.0	0.35	4.0	6.0	29.0	100	5.0	15	0.5	0.8
5116	5000	21.0	34.0	5.0	0.35	4.0	6.0	29.0	100	5.0	15	0.7	1.2
5117	5000	21.0	34.0	5.0	0.35	4.0	6.0	29.0	100	5.0	15	0.7	1.0
5118	5000	21.0	34.0	5.0	0.35	4.0	6.0	29.0	100	5.0	15	0.7	0.8
5119	5000	21.0	34.0	5.0	0.35	4.0	6.0	29.0	100	5.0	15	0.9	1.2
5120	5000	21.0	34.0	5.0	0.35	4.0	6.0	29.0	100	5.0	15	0.9	1.0
5121	5000	21.0	34.0	5.0	0.35	4.0	6.0	29.0	100	5.0	15	0.9	0.8
5122	5000	21.0	34.0	5.0	0.35	4.0	6.0	29.0	100	10.0	15	0.5	1.2
5123	5000	21.0	34.0	5.0	0.35	4.0	6.0	29.0	100	10.0	15	0.5	1.0
5124	5000	21.0	34.0	5.0	0.35	4.0	6.0	29.0	100	10.0	15	0.5	0.8
5125	5000	21.0	34.0	5.0	0.35	4.0	6.0	29.0	100	10.0	15	0.7	1.2
5126	5000	21.0	34.0	5.0	0.35	4.0	6.0	29.0	100	10.0	15	0.7	1.0
5127	5000	21.0	34.0	5.0	0.35	4.0	6.0	29.0	100	10.0	15	0.7	0.8
5128	5000	21.0	34.0	5.0	0.35	4.0	6.0	29.0	100	10.0	15	0.9	1.2
5129	5000	21.0	34.0	5.0	0.35	4.0	6.0	29.0	100	10.0	15	0.9	1.0
5130	5000	21.0	34.0	5.0	0.35	4.0	6.0	29.0	100	10.0	15	0.9	0.8
5131	5000	21.0	34.0	5.0	0.35	4.0	6.0	29.0	200	5.0	15	0.5	1.2
5132	5000	21.0	34.0	5.0	0.35	4.0	6.0	29.0	200	5.0	15	0.5	1.0
5133	5000	21.0	34.0	5.0	0.35	4.0	6.0	29.0	200	5.0	15	0.5	0.8
5134	5000	21.0	34.0	5.0	0.35	4.0	6.0	29.0	200	5.0	15	0.7	1.2
5135	5000	21.0	34.0	5.0	0.35	4.0	6.0	29.0	200	5.0	15	0.7	1.0
5136	5000	21.0	34.0	5.0	0.35	4.0	6.0	29.0	200	5.0	15	0.7	0.8
5137	5000	21.0	34.0	5.0	0.35	4.0	6.0	29.0	200	5.0	15	0.9	1.2
5138	5000	21.0	34.0	5.0	0.35	4.0	6.0	29.0	200	5.0	15	0.9	1.0
5139	5000	21.0	34.0	5.0	0.35	4.0	6.0	29.0	200	5.0	15	0.9	0.8
5140	5000	21.0	34.0	5.0	0.35	4.0	6.0	29.0	200	10.0	15	0.5	1.2
5141	5000	21.0	34.0	5.0	0.35	4.0	6.0	29.0	200	10.0	15	0.5	1.0
5142	5000	21.0	34.0	5.0	0.35	4.0	6.0	29.0	200	10.0	15	0.5	0.8
5143	5000	21.0	34.0	5.0	0.35	4.0	6.0	29.0	200	10.0	15	0.7	1.2
5144	5000	21.0	34.0	5.0	0.35	4.0	6.0	29.0	200	10.0	15	0.7	1.0
5145	5000	21.0	34.0	5.0	0.35	4.0	6.0	29.0	200	10.0	15	0.7	0.8
5146	5000	21.0	34.0	5.0	0.35	4.0	6.0	29.0	200	10.0	15	0.9	1.2
5147	5000	21.0	34.0	5.0	0.35	4.0	6.0	29.0	200	10.0	15	0.9	1.0
5148	5000	21.0	34.0	5.0	0.35	4.0	6.0	29.0	200	10.0	15	0.9	0.8
5149	5000	21.0	34.0	5.0	0.3	4.0	6.0	29.0	100	5.0	15	0.5	1.2
5150	5000	21.0	34.0	5.0	0.3	4.0	6.0	29.0	100	5.0	15	0.5	1.0
5151	5000	21.0	34.0	5.0	0.3	4.0	6.0	29.0	100	5.0	15	0.5	0.8
5152	5000	21.0	34.0	5.0	0.3	4.0	6.0	29.0	100	5.0	15	0.7	1.2
5153	5000	21.0	34.0	5.0	0.3	4.0	6.0	29.0	100	5.0	15	0.7	1.0
5154	5000	21.0	34.0	5.0	0.3	4.0	6.0	29.0	100	5.0	15	0.7	0.8
5155	5000	21.0	34.0	5.0	0.3	4.0	6.0	29.0	100	5.0	15	0.9	1.2
5156	5000	21.0	34.0	5.0	0.3	4.0	6.0	29.0	100	5.0	15	0.9	1.0
5157	5000	21.0	34.0	5.0	0.3	4.0	6.0	29.0	100	5.0	15	0.9	0.8
5158	5000	21.0	34.0	5.0	0.3	4.0	6.0	29.0	100	10.0	15	0.5	1.2
5159	5000	21.0	34.0	5.0	0.3	4.0	6.0	29.0	100	10.0	15	0.5	1.0
5160	5000	21.0	34.0	5.0	0.3	4.0	6.0	29.0	100	10.0	15	0.5	0.8
5161	5000	21.0	34.0	5.0	0.3	4.0	6.0	29.0	100	10.0	15	0.7	1.2
5162	5000	21.0	34.0	5.0	0.3	4.0	6.0	29.0	100	10.0	15	0.7	1.0
5163	5000	21.0	34.0	5.0	0.3	4.0	6.0	29.0	100	10.0	15	0.7	0.8
